chembl_id,smiles
CHEMBL13544,CC(C)NCc1cccc(C(F)(F)F)c1.Cl
CHEMBL275795,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CC1)CC(O)c1ccccc1O2
CHEMBL13517,Cc1ccccc1NC(=O)NCCCC[C@@H](CC(=O)O)NC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@@H]2C[C@@H](NC(=O)OCc3ccccc3)C(=O)N12
CHEMBL276613,Cc1ccccc1NC(=O)NCCCC[C@@H](CC(=O)O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H]2C[C@H](NC(=O)OCc3ccccc3)C(=O)N21
CHEMBL276837,O=C(N[C@H]1C[C@@H]2c3[nH]c4ccccc4c3C[C@@H](C(=O)N[C@@H](Cc3ccccc3)C(=O)O)N2C1=O)OCc1ccccc1
CHEMBL13409,CC(=O)[C@@]12OC(C)(c3ccco3)OC1CC1C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]12C
CHEMBL13754,COc1ccccc1N1CCN(CCn2c(=O)[nH]c3sc(C)c(-c4ccccc4)c3c2=O)CC1
CHEMBL269196,COc1ccc(CN)cc1.Cl
CHEMBL274202,CCCNCc1cc(Cl)ccc1Cl.Cl
CHEMBL13562,CCNCc1cc(Cl)ccc1Cl.Cl
CHEMBL13576,CNCc1cc(Cl)ccc1Cl.Cl
CHEMBL13642,OC1CCN(C2=Nc3ccccc3Cn3c2cc2ccccc23)CC1
CHEMBL13890,CCCCN1CCN(C2=Nc3ccccc3Cn3c2cc2ccccc23)CC1
CHEMBL266157,NS(=O)(=O)c1ccc(CNSC(=S)N2CCOCC2)cc1
CHEMBL13965,COc1ccc(-c2cnc(-c3ccc(S(=O)(=O)NC(CCC(=O)O)C(=O)O)cc3)s2)cc1
CHEMBL418716,c1cc2c3c(c1)OC(C1=NCCN1)CN3CCCC2
CHEMBL274601,c1ccc2c(c1)Cn1c(cc3ccccc31)C(N1CCOCC1)=N2
CHEMBL13952,CNCc1ccccc1.Cl
CHEMBL14013,CCNCc1ccccc1.Cl
CHEMBL13499,CN1C[C@@H](C(=O)c2ccc(Cl)cc2)[C@H](c2ccccc2F)C1
CHEMBL13605,CN1C[C@@H](C(=O)c2ccc(Cl)cc2)[C@H](c2ccc(Cl)cc2Cl)C1
CHEMBL427806,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCCC2(Cc3ccccc3C2)C1
CHEMBL275732,COc1ccc(-c2csc(-c3ccc(S(=O)(=O)NC(C(=O)CCC(=O)O)C(C)C)cc3)n2)cc1
CHEMBL13608,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCCC1
CHEMBL13609,c1ccc2c(c1)Cn1c(cc3ccccc31)C(N1CCCCC1)=N2
CHEMBL534,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
CHEMBL13852,c1ccc(C2CC2)c(OCC2=NCCN2)c1
CHEMBL14197,Cc1ccc([C@@H]2CN(C)C[C@H]2C(=O)c2ccccc2F)cc1
CHEMBL14153,Cc1ccccc1NC(=O)NCCCC[C@@H](CC(=O)O)NC(=O)[C@@](C)(Cc1c[nH]c2ccccc12)NC(=O)OC1C2CC3CC(C2)CC1C3
CHEMBL268231,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CC1)CC(=O)c1ccccc1O2
CHEMBL268232,CSc1cnc(=O)n(C2CC(O)C(O)O2)c1
CHEMBL13577,O=C(N[C@@H]1C[C@H]2c3[nH]c4ccccc4c3C[C@H](C(=O)N[C@@H](Cc3ccccc3)C(=O)O)N2C1=O)OCc1ccccc1
CHEMBL273376,C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O
CHEMBL267293,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCn1cncn1
CHEMBL275565,Cn1nc(S(N)(=O)=O)s/c1=N/S(=O)(=O)c1ccc(NSC(=S)N2CCOCC2)cc1
CHEMBL13925,c1ccc(Cc2ccccc2OCC2=NCCN2)cc1
CHEMBL14107,C=CCc1ccccc1OCC1=NCCN1
CHEMBL273934,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)N(C(N)=O)C(=O)N1
CHEMBL13946,CCCCCNCc1cccc(C#N)c1.Cl
CHEMBL274815,CCCCNCc1cccc(C#N)c1.Cl
CHEMBL13934,CC(C)NCc1cccc(C#N)c1.Cl
CHEMBL13813,CCCSC1=NS(=O)(=O)c2cc(C)cnc2N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
CHEMBL13614,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(NSC(=S)N3CCOCC3)cc2)s1
CHEMBL13929,NS(=O)(=O)c1ccc(NSC(=S)N2CCOCC2)cc1
CHEMBL13930,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CCc3ccccc3O2)CC1
CHEMBL13987,Cc1ccc2c(c1)N(C)CC(C1=NCCN1)O2
CHEMBL14003,CC(C)NCc1cccc([N+](=O)[O-])c1.Cl
CHEMBL13826,COc1ccc(-c2cnc(-c3ccc(S(=O)(=O)NC(C(=O)NO)C(C)C)cc3)o2)cc1
CHEMBL273706,c1ccc2c(c1)Cn1c(cc3ccccc31)C(N1CCNCC1)=N2
CHEMBL13917,CCCc1ccccc1OCC1=NCCN1
CHEMBL13887,CCc1ccccc1OCC1=NCCN1
CHEMBL13982,NS(=O)(=O)c1ccccc1NSC(=S)N1CCOCC1
CHEMBL266387,CCN(C)C(=S)SNCc1ccc(S(N)(=O)=O)cc1
CHEMBL13983,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCC1CCN(C)CC1
CHEMBL13896,CCCCc1ccc(C2=NCCN2)cc1
CHEMBL13809,c1ccc(-c2ccc(C3=NCCN3)cc2)cc1
CHEMBL266612,COc1ccc(-c2cnc(-c3ccc(S(=O)(=O)NC(C(=O)CCC(=O)O)C(C)C)cc3)o2)cc1
CHEMBL13903,COc1ccccc1N1CCN(CCn2c(=O)[nH]c3sc(-c4ccccc4)cc3c2=O)CC1
CHEMBL269447,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCCC2(CCc3ccccc32)C1
CHEMBL13637,Oc1ccc(Cl)cc1-n1nc(-c2ccccc2C(F)(F)F)nc1O
CHEMBL269197,Cc1ccc(C2=NCCN2)cc1
CHEMBL274548,c1ccc(C2=NCCN2)cc1
CHEMBL274340,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCCC2(CCc3ccccc3O2)C1
CHEMBL13713,C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)NC1Cc2ccccc2C1
CHEMBL276259,O=C(OCC(F)(F)F)C1CC2(COCc3ccccc3)C(=O)N(CCC3=CCCCC3)CC(=O)N2C1c1ccco1
CHEMBL276434,CC(=O)c1cc2c3c(cccc3c1)C(=O)N(CC(=O)O)C2=O
CHEMBL418163,CCN(SC(=S)N1CCOCC1)C1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
CHEMBL13783,CCSC1=NS(=O)(=O)c2cc(C)cnc2N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
CHEMBL13858,COc1cc(=O)n2c3c(cccc13)OC(C1=NCCN1)C2
CHEMBL418347,COc1cc(Cc2cnc(N)nc2N)cc(OCCCC(=O)O)c1OC
CHEMBL13907,CC(C)(C)C(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL13981,NS(=O)(=O)c1ccc(NSC(=S)N2CCOCC2)c(Cl)c1
CHEMBL266863,COc1cccc(C2=NCCN2)c1
CHEMBL13728,CC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL276459,CC(C)C(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL13715,Fc1cccc(C2=NCCN2)c1
CHEMBL275774,Cc1cccc(C2=NCC(C)N2)c1
CHEMBL14224,COc1cccc2c1C1CCN(CCCCN3C(=O)C4C5C=CC(C6C=CC65)C4C3=O)CC1C2
CHEMBL13904,COc1cccc2c1C1CCN(CCNC(=O)c3ccc(F)cc3)CC1C2
CHEMBL14167,CCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL14198,CCN(C)C(=S)SNCCc1ccc(S(N)(=O)=O)cc1
CHEMBL14039,NS(=O)(=O)c1cccc(NSC(=S)N2CCOCC2)c1
CHEMBL13721,CCCC1(C2=NCCN2)CN(C)c2ccccc2O1
CHEMBL276487,Cc1cccc(C2=NCCN2)c1
CHEMBL274315,COc1ccc2c(c1)N(C)CC(C1=NCCN1)O2
CHEMBL13568,CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O
CHEMBL13633,COc1ccc(C2=NCCN2)cc1
CHEMBL13695,C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@](C)(Cc1ccccc1)C(=O)O
CHEMBL13541,NS(=O)(=O)c1ccc(NNSC(=S)N2CCOCC2)cc1
CHEMBL13675,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCCC2(CC(O)c3ccccc3O2)C1
CHEMBL275118,CCCc1ccc(C2=NCCN2)cc1
CHEMBL13665,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@](C)(N)Cc1ccc(O)cc1)C(=O)O
CHEMBL13569,CC(C)c1ccc(C2=NCCN2)cc1
CHEMBL13729,CCc1ccc(C2=NCCN2)cc1
CHEMBL13559,N[C@@H]1C[C@H]1c1c[nH]cn1
CHEMBL13560,C[C@@H](NCCc1ccc(OCC(=O)O)c(Cl)c1)[C@@H](O)c1ccc(O)cc1
CHEMBL13561,C[S+]([O-])CC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL275093,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@@]2(CC(=O)c3ccccc3O2)C1
CHEMBL13555,NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc(NSC(=S)N3CCOCC3)cc2)c1
CHEMBL417986,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(NSC(=S)N3CCOCC3)cc2)cc1
CHEMBL13591,CN1CC(C2=NCCN2)Oc2c1ccc1ccccc21
CHEMBL267074,CN1CC(C2=NCCN2)Oc2cc3c(cc21)CCCC3
CHEMBL13592,CN(C)CCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL418162,c1ccc(-c2ccccc2C2=NCCN2)cc1
CHEMBL13785,CC(O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
CHEMBL13921,CCCSC1=Nc2ccccc2S(=O)(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
CHEMBL13795,N[C@H]1C[C@@H]1c1c[nH]cn1
CHEMBL13796,COC(=O)CCCCCOc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
CHEMBL441345,CC(C)CNC(C)(C)CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O
CHEMBL14182,Nc1ccc(S(=O)(=O)Nc2cccc(S(N)(=O)=O)c2)cc1
CHEMBL13854,FC(F)(F)c1ccc(C2=NCCN2)cc1
CHEMBL13742,Cc1ccc(C2=NCC(C)N2)cc1
CHEMBL13743,c1ccc2c(c1)CC(C1=NCCN1)CO2
CHEMBL274889,N=C(N)C1COc2ccccc2O1
CHEMBL268518,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CC1)Cc1ccccc1C2
CHEMBL13984,CC(C)(N)C(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O
CHEMBL274663,C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)NCCc1ccccc1
CHEMBL13588,CN1C[C@H](CN2CC(=O)NC2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
CHEMBL13619,CCn1ccnc1C1COc2ccccc2O1
CHEMBL274784,c1cc2c3c(c1)OC(C1=NCCN1)CN3CCC2
CHEMBL13687,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCCC2(CC(=O)c3ccccc3O2)C1
CHEMBL13755,Oc1ccc(Cl)cc1-n1nc(-c2ccc(C(F)(F)F)c(Cl)c2)nc1O
CHEMBL13564,CCN(CC)CCNC(=O)c1ccc(I)cc1
CHEMBL13645,CN1CCN2c3ccccc3Cc3ccsc3C2C1
CHEMBL274430,COc1cc(Cc2cnc(N)nc2N)cc(OCCCCCCC(=O)O)c1OC
CHEMBL13646,NCCC(=O)Nc1nnc(S(N)(=O)=O)s1
CHEMBL13579,Fc1ccccc1C1=NCCN1
CHEMBL273610,CCCSC1=NS(=O)(=O)c2ccccc2N1Cc1ccc(-c2ccccc2C(=O)O)cc1
CHEMBL13877,COC(=O)CCCCOc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
CHEMBL13607,CC(C)CSCC1CC(n2cnc3c(N)nccc32)C(O)C1O
CHEMBL13886,c1ccc(-c2cccc(C3=NCCN3)c2)cc1
CHEMBL273288,N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)NC1CCc2ccccc21
CHEMBL274574,CCCSC1=Nc2ccccc2S(=O)(=O)N1Cc1ccc(-c2ccccc2C(=O)O)cc1
CHEMBL13673,COc1cc(Cc2cnc(N)nc2N)cc(OCCCCC(=O)O)c1OC
CHEMBL269699,O=C(O)C1CC2(COCc3ccccc3)C(=O)N(CCCCc3ccccc3)CC(=O)N2C1c1ccco1
CHEMBL13630,Cn1nc(S(N)(=O)=O)s/c1=N/S(=O)(=O)c1ccc(N)cc1
CHEMBL13631,c1ccc2ncc(C3=NCCN3)cc2c1
CHEMBL13644,CN1CCN2c3ccccc3Cc3sccc3C2C1
CHEMBL13922,O[C@H]1[C@H](O)[C@@H](O)CNC[C@@H]1O
CHEMBL13366,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CC1)Cc1ccccc1C2=O
CHEMBL13410,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NSC(=S)N2CCOCC2)cc1Cl
CHEMBL13620,c1ccc2c(c1)OC(C1=NCCN1)O2
CHEMBL13698,c1ccc2nc(C3=NCCN3)ccc2c1
CHEMBL13712,O=C1Nc2ccccc2Cn2c1cc1ccccc12
CHEMBL14020,CC(=O)NC(=S)NC[C@@H]1C[C@@H]2c3ccc(C(C)(C)C)c4[nH]cc(c34)C[C@H]2N(C)C1
CHEMBL14022,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
CHEMBL274366,CC(C)CSCC1OC(n2cnc3c(N)nccc32)C(O)C1O
CHEMBL13895,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCCC2(Cc3ccccc3C2O)C1
CHEMBL273484,O=C(O)CN1C(=O)c2cccc3cc(C(=O)CBr)cc(c23)C1=O
CHEMBL14001,COc1cc(Cc2cnc(N)nc2N)cc(OCCCCCC(=O)O)c1OC
CHEMBL14002,CCOC(=O)CCCOc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
CHEMBL266611,COC(=O)COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
CHEMBL13849,COc1ccc(-c2csc(-c3ccc(S(=O)(=O)NC(C(=O)O)C(C)C)cc3)n2)cc1
CHEMBL268758,COc1ccccc1N1CCN(CCn2c(=O)[nH]c3scc(-c4ccccc4)c3c2=O)CC1
CHEMBL276663,CCCCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL14000,O=C(Oc1ccccc1)C1CC2(CO)C(=O)N(CCCCc3ccccc3)CC(=O)N2C1c1ccco1
CHEMBL268004,CCCSC1=NS(=O)(=O)c2ccc(C(=O)O)cc2N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
CHEMBL13851,CCN(C)C(=S)SNc1ccc(S(N)(=O)=O)cc1
CHEMBL418537,O[C@H]1[C@H](O)[C@H](O)CN(Cc2ccccc2)C[C@H]1O
CHEMBL13986,CCCCC1=NS(=O)(=O)c2ccccc2N1Cc1ccc(-c2ccccc2C(=O)O)cc1
CHEMBL13810,CN1CC(C2=NCCN2)Oc2ccc(Cl)cc21
CHEMBL275773,COc1cccc2c1C1CCN(CCCN3C(=O)c4ccccc4S3(=O)=O)CC1C2
CHEMBL13824,COc1ccc2cc(C3=NCCN3)ccc2c1
CHEMBL266155,c1ccc2cc(C3=NCCN3)ccc2c1
CHEMBL14010,COc1cccc2c1C1CCN(CCCCN3C(=O)c4ccccc4S3(=O)=O)CC1C2
CHEMBL13924,O[C@H]1[C@H](O)[C@H](O)CNC[C@H]1O
CHEMBL13820,COc1cc(Cc2cnc(N)nc2N)cc(OCCC(=O)O)c1OC
CHEMBL275091,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NSC(=S)N2CCOCC2)c(Cl)c1Cl
CHEMBL407995,NS(=O)(=O)c1ccc(NSC(=S)N2CCOCC2)c(I)c1
CHEMBL269623,CN1CCN(C2=Nc3ccccc3Cn3c2cc2ccccc23)CC1
CHEMBL13689,c1ccc(Oc2ccc(C3=NCCN3)cc2)cc1
CHEMBL275502,FC(F)(F)Oc1ccc(C2=NCCN2)cc1
CHEMBL13770,CN1C[C@H](C(=O)Nc2ccc(Cl)nn2)C[C@@H]2c3cc(C(C)(C)C)cc4[nH]cc(c34)C[C@H]21
CHEMBL14052,CC(C)(C)c1cc(C(=O)CS(C)(=O)=O)cc2c1OCC2(C)C
CHEMBL13975,NS(=O)(=O)c1ccc(CCNSC(=S)N2CCOCC2)cc1
CHEMBL276870,O=C(O)CN1C(=O)c2cccc3cc(N=C=S)cc(c23)C1=O
CHEMBL13803,O=C(O)CN1C(=O)c2cccc3cc(C(=O)CI)cc(c23)C1=O
CHEMBL13815,COCCOCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL13832,CC(C)(C)c1cc(C(=O)C2CC2)cc2c1OCC2(C)C
CHEMBL276868,CC(C)(C)c1ccc(C2=NCCN2)cc1
CHEMBL13767,CC(C)C[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O
CHEMBL268516,C[C@@H](N)C(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O
CHEMBL13623,CC(C)(C)c1cc(C(=O)CCCC2CC2)cc2c1OCC2(C)C
CHEMBL13688,C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)NCC1CC1
CHEMBL274575,C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)NCC1CCC1
CHEMBL429051,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cc(C(C)(C)C)cc4[nH]cc(c34)C[C@H]21
CHEMBL536,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CC[C@]2(O)C(=O)CO
CHEMBL275734,C=CCN1CC(=O)N2C(c3ccco3)C(C(=O)OCc3ccccc3)CC2(COCc2ccccc2)C1=O
CHEMBL268994,CC(C)(C)OC(=O)C1CC2(COCc3ccccc3)C(=O)N(CCCCc3ccccc3)CC(=O)N2C1c1ccco1
CHEMBL13757,CC(C)(C)c1cccc2c1OCC2(C)C
CHEMBL275970,C(=C/c1ccccc1)\C1=NCCN1
CHEMBL13661,CCCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL13464,CN1C[C@H](CN2CC(=O)NC2=O)C[C@@H]2c3ccc(C(C)(C)C)c4[nH]cc(c34)C[C@H]21
CHEMBL13684,CC(C)C(NC(=O)Cn1cccc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F
CHEMBL13639,CCC(C)c1ccccc1OCC1=NCCN1
CHEMBL13600,C[C@@H](O)CNC(C)(C)CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O
CHEMBL274341,CC(C)(NCCCO)C(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O
CHEMBL274665,C[C@H](O)CNC(C)(C)CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O
CHEMBL276307,CC(C)C(NC(=O)Cn1c(-c2ccccc2)cc2c(=O)n(C(C)(C)Cc3ccccc3)c(=O)[nH]c2c1=O)C(=O)C(F)(F)F
CHEMBL275315,CC(C)(C)Nc1nn2c(-c3ccccc3)nnc2c2ccccc12
CHEMBL14168,Cc1ccccc1OC(C)C1=NCCN1
CHEMBL266613,CC(Oc1ccccc1C(C)C)C1=NCCN1
CHEMBL14169,CC(C)(C)c1cc(C(=O)C2CCCC2)cc2c1OCC2(C)C
CHEMBL268734,Cc1ccc(F)c(C2=NCCN2)c1
CHEMBL13879,Fc1ccc(C2=NCCN2)cc1Cl
CHEMBL275539,CN1C[C@H](CN2CC(=O)NC2=O)C[C@@H]2c3cc(C(C)(C)C)cc4[nH]cc(c34)C[C@H]21
CHEMBL275563,COc1ccc(C=O)cc1O
CHEMBL13859,COc1cccc(C=O)c1O
CHEMBL276436,CC(C)CCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL13878,C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
CHEMBL269198,Cc1ccc(C2=NCCCCN2)cc1
CHEMBL13940,CCCN1CC(C2=NCCN2)Oc2ccccc21
CHEMBL13941,CC(C)(C)c1cc(C(=O)c2ccc(F)cc2)cc2c1OCC2(C)C
CHEMBL275120,CC(C)(C)c1cc(C(=O)c2ccccc2)cc2c1OCC2(C)C
CHEMBL13811,C[C@@H]1C[C@@H]2c3ccc(C(C)(C)C)c4[nH]cc(c34)C[C@H]2N(C)C1
CHEMBL13812,CC(=O)OCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL14321,CSCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL276271,CN1C[C@H](C(=O)Nc2nccs2)C[C@@H]2c3ccc(C(C)(C)C)c4[nH]cc(c34)C[C@H]21
CHEMBL14074,Cc1ccc(C2=NCCCN2)cc1
CHEMBL275403,Cc1ccc(-c2ncc[nH]2)cc1
CHEMBL14211,C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)NCc1ccccc1
CHEMBL14121,COc1ccc(Cn2c(=O)[nH]c3c(=O)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c(-c4ccccc4)cc3c2=O)cc1
CHEMBL266386,C1=C(C2=NCCN2)CCc2ccccc21
CHEMBL13920,C#CCCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL275799,CC(=O)SCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL13881,c1ccc(NCC2=NCCN2)cc1
CHEMBL14225,CCOC(=O)C1CC2(COCc3ccccc3)C(=O)N(CCC3=CCCCC3)CC(=O)N2C1c1ccco1
CHEMBL269628,Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl
CHEMBL274893,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CCC2)cc1
CHEMBL14006,COCCN(CCOC)c1nn2c(-c3ccc(F)cc3)nnc2c2ccccc12
CHEMBL13844,c1ccc(SCC2=NCCN2)cc1
CHEMBL13845,N=C(N)C1OCc2ccccc2O1
CHEMBL13892,c1ccc2cc(OCC3=NCCN3)ccc2c1
CHEMBL441589,COc1ccc2ccccc2c1C1=NCCN1
CHEMBL13955,c1cc2c3c(c1)OC(C1=NCCN1)CN3CC2
CHEMBL266861,c1ccc2c(c1)ccc1oc(C3=NCCN3)cc12
CHEMBL14181,CC(C)(C)c1cc(C(=O)CCC2CC2)cc2c1OCC2(C)C
CHEMBL14234,CC(=O)Nc1ccc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1
CHEMBL14242,CN1CC(C2=NCCN2)Oc2ccc(F)cc21
CHEMBL276035,Cc1ccc2c(c1)OC(C1=NCCN1)CN2C
CHEMBL14049,c1cncc(C2=NCCN2)c1
CHEMBL14448,c1cc(C2=NCCN2)ccn1
CHEMBL14358,CSc1ccccc1C1=NCCN1
CHEMBL278221,Cc1ccccc1C1=NCCN1
CHEMBL277570,Fc1cc(F)cc(C2=NCCN2)c1
CHEMBL14201,COc1cc(Cc2cnc(N)nc2N)cc(OCC(=O)O)c1OC
CHEMBL14174,C/C(=C\c1ccccc1)C1=NCCN1
CHEMBL273681,CC(C)(C)c1cc(C(=O)CC2CC2)cc2c1OCC2(C)C
CHEMBL14056,CN1C(=O)C(C)(C2=NCCN2)Oc2ccccc21
CHEMBL14189,c1ccc(-c2ncc[nH]2)cc1
CHEMBL416712,CC(C)(CN)C(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O
CHEMBL14203,C1=C(C2=NCCN2)COc2ccccc21
CHEMBL275777,CC1CN=C(c2ccccc2)N1
CHEMBL14410,c1coc(C2=NCCN2)c1
CHEMBL14422,Cc1ccsc1C1=NCCN1
CHEMBL279394,c1csc(C2=NCCN2)c1
CHEMBL14266,CN(CC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2)CC1CC1
CHEMBL276276,CSc1ccc(C2=NCCN2)cc1
CHEMBL14267,CCc1cccc(C2=NCCN2)c1
CHEMBL14210,c1ccc(CCC2=NCCN2)cc1
CHEMBL275272,CC(C)(C)OCC12CC(C(=O)Oc3ccccc3)C(c3ccco3)N1C(=O)CN(CCCCc1ccccc1)C2=O
CHEMBL13958,Cc1cccc2c1OC(C1=NCCN1)CN2C
CHEMBL13793,Cc1ccc2c3c1CCCN3CC(C1=NCCN1)O2
CHEMBL13918,c1ccc2c(c1)NCC(C1=NCCN1)O2
CHEMBL14641,c1cnc(C2=NCCN2)cn1
CHEMBL14528,Cc1c(C#N)cccc1C1=NCCN1
CHEMBL280467,CC(C)(C)c1cc(C2=NCCN2)cc(C(C)(C)C)c1O
CHEMBL14162,c1ccc2c(c1)OCC(c1ncc[nH]1)O2
CHEMBL14175,Nc1nn2c(-c3ccccc3)nnc2c2ccccc12
CHEMBL14435,Nc1nc(Nc2cccc(Cl)c2)n[nH]1
CHEMBL279200,c1ccc2c(OCC3=NCCN3)cccc2c1
CHEMBL266835,c1ccc2c3c(ccc2c1)OC(C1=NCCN1)C3
